Marca,Modelo,Ano,Motor,Transmision,Parte,Clima,Alto,Ancho,Observaciones
FORD,EXPLORER,2016,V6 3.5,Automática,ADG1Z8005D,Con clima,28 1/2,17 1/2,
FORD,EXPLORER,2016,V6 3.5,Automática,EB5Z8005B,Con clima,28 3/4,18 3/4,
FORD,EXPLORER,2017,V6 3.5,Automática,4113195,Con clima,28 3/4,19 3/8,
FORD,EXPLORER,2017,V6 3.5,Automática,ADG1Z8005D,Con clima,28 1/2,17 1/2,
FORD,EXPLORER,2017,V6 3.5,Automática,EB5Z8005B,Con clima,28 3/4,18 3/4,
FORD,EXPLORER,2018,V6 3.5,Automática,4113195,Con clima,28 3/4,19 3/8,
FORD,EXPLORER,2018,V6 3.5,Automática,ADG1Z8005D,Con clima,28 1/2,17 1/2,
FORD,EXPLORER,2019,V6 3.5,Automática,ADG1Z8005D,Con clima,28 1/2,17 1/2,
,,,,,,,,,
FORD,F-150 / F-250 / LOBO,1965,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1966,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1967,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1968,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1969,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1970,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1971,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1972,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1973,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1974,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1975,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1976,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1977,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1978,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1979,L6 V8,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-150 / F-250 / LOBO,1980,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1980,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1981,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1981,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1982,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1982,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1983,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1983,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1984,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1984,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1985,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1985,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1985,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1985,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1985,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1985,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1986,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1986,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1986,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1986,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1986,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1986,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1987,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1987,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1987,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1987,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1987,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1987,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1988,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1988,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1988,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1988,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1988,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1988,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1989,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1989,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1989,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1989,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1989,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1989,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1990,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1990,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1990,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1990,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1990,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1990,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1991,L6 V8,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1991,L6 V8,Automática,63083,Con clima,27 9/16,19 5/8,
FORD,F-150 / F-250 / LOBO,1991,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1991,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1991,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1991,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1992,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1992,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1992,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1992,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1993,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1993,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1993,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1993,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1994,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1994,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1994,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1994,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1995,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1995,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1995,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1995,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1996,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1996,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1996,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1996,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1997,"V6 3.8, V8 5.0,5.8",Automática,432186,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1997,"V6 3.8, V8 5.0,5.8",Automática,432183,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1997,L6 4.9,Automática,432184,Con clima,27 5/8,18 1/2,
FORD,F-150 / F-250 / LOBO,1997,L6 4.9,Automática,432198,Con clima,27 5/8,18 3/8,
FORD,F-150 / F-250 / LOBO,1997,"V6 4.2, V8 4.6,5.4",Automática,431329,Con clima,31 7/8,17,"2"" GRUESO"
FORD,F-150 / F-250 / LOBO,1997,"V6 4.2, V8 4.6,5.4",Automática,431383,Con clima,31 7/8,17,
FORD,F-150 / F-250 / LOBO,1998,"V6 4.2, V8 4.6,5.4",Automática,431329,Con clima,31 7/8,17,"2"" GRUESO"
FORD,F-150 / F-250 / LOBO,1998,"V6 4.2, V8 4.6,5.4",Automática,431383,Con clima,31 7/8,17,
FORD,F-150 / F-250 / LOBO,1999,"V6 4.2, V8 4.6,5.4",Automática,431383,Con clima,31 7/8,17,
FORD,F-150 / F-250 / LOBO,2000,"V6 4.2, V8 4.6,5.4",Automática,431383,Con clima,31 7/8,17,
FORD,F-150 / F-250 / LOBO,2001,"V6 4.2, V8 4.6,5.4",Automática,431383,Con clima,31 7/8,17,
FORD,F-150 / F-250 / LOBO,2002,"V6 4.2, V8 4.6,5.4",Automática,431383,Con clima,31 7/8,17,
FORD,F-150 / F-250 / LOBO,2003,"V6 4.2, V8 4.6,5.4",Automática,431383,Con clima,31 7/8,17,
FORD,F-150 / F-250 / LOBO,2004,"V6 4.2, V8 4.6,5.4",Automática,432671,Con clima,31 7/8,17 1/17,
FORD,F-150 / F-250 / LOBO,2004,"V6 4.2, V8 4.6,5.4",Automática,432672,Con clima,31 7/8,17 1/17,"2"" GRUESO"
FORD,F-150 / F-250 / LOBO,2005,"V6 4.2, V8 4.6,5.4",Automática,432671,Con clima,31 7/8,17 1/17,
FORD,F-150 / F-250 / LOBO,2005,"V6 4.2, V8 4.6,5.4",Automática,432672,Con clima,31 7/8,17 1/17,"2"" GRUESO"
FORD,F-150 / F-250 / LOBO,2006,"V6 4.2, V8 4.6,5.4",Automática,432671,Con clima,31 7/8,17 1/17,
FORD,F-150 / F-250 / LOBO,2006,"V6 4.2, V8 4.6,5.4",Automática,432672,Con clima,31 7/8,17 1/17,"2"" GRUESO"
FORD,F-150 / F-250 / LOBO,2007,"V6 4.2, V8 4.6,5.4",Automática,432671,Con clima,31 7/8,17 1/17,
FORD,F-150 / F-250 / LOBO,2007,"V6 4.2, V8 4.6,5.4",Automática,432672,Con clima,31 7/8,17 1/17,"2"" GRUESO"
FORD,F-150 / F-250 / LOBO,2008,"V6 4.2, V8 4.6,5.4",Automática,432671,Con clima,31 7/8,17 1/17,
FORD,F-150 / F-250 / LOBO,2008,"V6 4.2, V8 4.6,5.4",Automática,432672,Con clima,31 7/8,17 1/17,"2"" GRUESO"
FORD,F-150 / F-250 / LOBO,2009,"V6 4.2, V8 4.6,5.4",Automática,438136,Con clima,31 1/2,17 3/8,
FORD,F-150 / F-250 / LOBO,2010,"V6 4.2, V8 4.6,5.4",Automática,438136,Con clima,31 1/2,17 3/8,
FORD,F-150 / F-250 / LOBO,2011,"V6 3.5,3.7, V8 5.0,6.2",Automática,438421,Con clima,31 1/2,16 1/2,
FORD,F-150 / F-250 / LOBO,2012,"V6 3.5,3.7, V8 5.0,6.2",Automática,438421,Con clima,31 1/2,16 1/2,
FORD,F-150 / F-250 / LOBO,2013,"V6 3.5,3.7, V8 5.0,6.2",Automática,438421,Con clima,31 1/2,16 1/2,
FORD,F-150 / F-250 / LOBO,2014,"V6 3.5,3.7, V8 5.0,6.2",Automática,438421,Con clima,31 1/2,16 1/2,
FORD,F-150 / F-250 / LOBO,2015,"V6 3.5,3.7, V8 5.0,6.2",Automática,438424,Con clima,34 3/4,17 11/16,
FORD,F-150 / F-250 / LOBO,2016,"V6 3.5,3.7, V8 5.0,6.2",Automática,438424,Con clima,34 3/4,17 11/16,
FORD,F-150 / F-250 / LOBO,2017,"V6 3.5,3.7, V8 5.0,6.2",Automática,438424,Con clima,34 3/4,17 11/16,
FORD,F-150 / F-250 / LOBO,2018,"V6 3.5,3.7, V8 5.0,6.2",Automática,438424,Con clima,34 3/4,17 11/16,
,,,,,,,,,
FORD,F-350 / F-450 / F-550,1965,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1966,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1967,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1968,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1969,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1970,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1971,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1972,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1973,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1974,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1975,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1976,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1977,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1978,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1979,V8 5.0,Estándar,63115,Con clima,19 1/4,26 1/4,
FORD,F-350 / F-450 / F-550,1980,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1981,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1982,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1983,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1984,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1985,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1986,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1987,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1988,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1989,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1990,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1991,V8 5.0,Estándar,63116,Con clima,27 9/16,19 5/8,
FORD,F-350 / F-450 / F-550,1992,V8 5.0,Estándar,432183,Con clima,27 5/8,18 3/8,
FORD,F-350 / F-450 / F-550,1993,V8 5.0,Estándar,432183,Con clima,27 5/8,18 3/8,
FORD,F-350 / F-450 / F-550,1994,V8 5.0,Estándar,432183,Con clima,27 5/8,18 3/8,
FORD,F-350 / F-450 / F-550,1995,V8 5.0,Estándar,432183,Con clima,27 5/8,18 3/8,
FORD,F-350 / F-450 / F-550,1996,V8 5.0,Estándar,432183,Con clima,27 5/8,18 3/8,
FORD,F-350 / F-450 / F-550,1997,V8 5.0,Estándar,432183,Con clima,27 5/8,18 3/8,
FORD,F-350 / F-450 / F-550,1998,V8 5.0,Estándar,432183,Con clima,27 5/8,18 3/8,
FORD,F-350 / F-450 / F-550,1999,V8 5.4,Estándar,431389,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,1999,V10 6.8,Estándar,431390,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,1999,V8 7.3,Estándar,431390,Con clima,26 1/2,30 1/8,DIESEL
FORD,F-350 / F-450 / F-550,2000,V8 5.4,Estándar,431389,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,2000,V10 6.8,Estándar,431390,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,2000,V8 7.3,Estándar,431390,Con clima,26 1/2,30 1/8,DIESEL
FORD,F-350 / F-450 / F-550,2001,V8 5.4,Estándar,431389,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,2001,V10 6.8,Estándar,431390,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,2001,V8 7.3,Estándar,431390,Con clima,26 1/2,30 1/8,DIESEL
FORD,F-350 / F-450 / F-550,2002,V8 5.4,Estándar,431389,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,2002,V10 6.8,Estándar,431390,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,2002,V8 7.3,Estándar,431390,Con clima,26 1/2,30 1/8,DIESEL
FORD,F-350 / F-450 / F-550,2003,V8 5.4,Estándar,431389,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,2003,V10 6.8,Estándar,431390,Con clima,26 1/2,30 1/8,
FORD,F-350 / F-450 / F-550,2003,V8 7.3,Estándar,431390,Con clima,26 1/2,30 1/8,DIESEL
FORD,F-350 / F-450 / F-550,2004,"V8 5.4, 6.0",Automática,433835,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2004,"V8 6.0, V10 6.8",Automática,433836,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2004,V10 6.8,Automática,433837,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2005,"V8 5.4, 6.0",Automática,433835,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2005,"V8 6.0, V10 6.8",Automática,433836,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2005,V10 6.8,Automática,433837,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2006,"V8 5.4, 6.0",Automática,433835,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2006,"V8 6.0, V10 6.8",Automática,433836,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2006,V10 6.8,Automática,433837,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2007,"V8 5.4, 6.0",Automática,433835,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2007,"V8 6.0, V10 6.8",Automática,433836,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2007,V10 6.8,Automática,433837,Con clima,28 7/16,30,
FORD,F-350 / F-450 / F-550,2008,"V8 5.4, V10 6.8",Automática,438429,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2008,"V8 5.4, V10 6.8",Estándar,438429MT,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2008,V8 6.4,Estándar,438400,Con clima,37,27 1/16,DIESEL
FORD,F-350 / F-450 / F-550,2009,"V8 5.4, V10 6.8",Automática,438429,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2009,"V8 5.4, V10 6.8",Estándar,438429MT,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2009,V8 6.4,Estándar,438400,Con clima,37,27 1/16,DIESEL
FORD,F-350 / F-450 / F-550,2010,"V8 5.4, V10 6.8",Automática,438429,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2010,"V8 5.4, V10 6.8",Estándar,438429MT,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2010,V8 6.4,Estándar,438400,Con clima,37,27 1/16,DIESEL
FORD,F-350 / F-450 / F-550,2011,"V8 5.4, V10 6.8",Automática,438429,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2011,"V8 5.4, V10 6.8",Estándar,438429MT,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2011,V8 6.7,Estándar,438418,Con clima,38 3/8,27 11/16,"DIESEL, PRINCIPAL"
FORD,F-350 / F-450 / F-550,2012,"V8 5.4, V10 6.8",Automática,438429,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2012,"V8 5.4, V10 6.8",Estándar,438429MT,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2012,V8 6.7,Estándar,438418,Con clima,38 3/8,27 11/16,"DIESEL, PRINCIPAL"
FORD,F-350 / F-450 / F-550,2013,"V8 5.4, V10 6.8",Automática,438429,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2013,"V8 5.4, V10 6.8",Estándar,438429MT,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2013,V8 6.7,Estándar,438418,Con clima,38 3/8,27 11/16,"DIESEL, PRINCIPAL"
FORD,F-350 / F-450 / F-550,2014,"V8 5.4, V10 6.8",Automática,438429,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2014,"V8 5.4, V10 6.8",Estándar,438429MT,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2014,V8 6.7,Estándar,438418,Con clima,38 3/8,27 11/16,"DIESEL, PRINCIPAL"
FORD,F-350 / F-450 / F-550,2015,"V8 5.4, V10 6.8",Automática,438429,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2015,"V8 5.4, V10 6.8",Estándar,438429MT,Con clima,30 1/2,27 5/8,
FORD,F-350 / F-450 / F-550,2015,V8 6.7,Estándar,438418,Con clima,38 3/8,27 11/16,"DIESEL, PRINCIPAL"
FORD,F-350 / F-450 / F-550,2016,V8 6.7,Estándar,438418,Con clima,38 3/8,27 11/16,"DIESEL, PRINCIPAL"
FORD,F-350 / F-450 / F-550,2017,V8 6.2,Automática,HC3Z8005C,Con clima,30 3/8,27 11/16,
FORD,F-350 / F-450 / F-550,2018,V8 6.2,Automática,HC3Z8005C,Con clima,30 3/8,27 11/16,
FORD,F-350 / F-450 / F-550,2019,V8 6.2,Automática,HC3Z8005C,Con clima,30 3/8,27 11/16,
FORD,F-350 / F-450 / F-550,2020,V8 6.2,Automática,HC3Z8005C,Con clima,30 3/8,27 11/16,
FORD,F-350 / F-450 / F-550,2021,V8 6.2,Automática,HC3Z8005C,Con clima,30 3/8,27 11/16,
,,,,,,,,,
FORD,F-600,1972,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1973,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1974,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1975,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1976,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1977,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1978,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1979,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1980,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1981,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1982,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1983,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1984,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
FORD,F-600,1985,V8 335,Estándar,63121,Con clima,22 1/2,26 1/4,
,,,,,,,,,
FORD,FIESTA,1998,L4 1.3,Estándar,M-342,Con clima,20 7/16,14 5/8,
FORD,FIESTA,1998,L4 1.3,Estándar,M-341,Sin clima,20 7/16,12 1/2,
FORD,FIESTA,1998,L4 1.4,Estándar,M-344,Con clima,20 7/16,14 5/8,
FORD,FIESTA,1998,L4 1.4,Estándar,M-340,Sin clima,20 7/16,12,
FORD,FIESTA,1999,L4 1.3,Estándar,M-342,Con clima,20 7/16,14 5/8,
FORD,FIESTA,1999,L4 1.3,Estándar,M-341,Sin clima,20 7/16,12 1/2,
FORD,FIESTA,1999,L4 1.4,Estándar,M-344,Con clima,20 7/16,14 5/8,
FORD,FIESTA,1999,L4 1.4,Estándar,M-340,Sin clima,20 7/16,12,
FORD,FIESTA,2000,L4 1.3,Estándar,M-342,Con clima,20 7/16,14 5/8,
FORD,FIESTA,2000,L4 1.3,Estándar,M-341,Sin clima,20 7/16,12 1/2,
FORD,FIESTA,2000,L4 1.4,Estándar,M-344,Con clima,20 7/16,14 5/8,
