Marca,Modelo,Ano,Motor,Transmision,Parte,Clima,Alto,Ancho,Observaciones,Identificador
Honda,CR-V,2018,L4 2.4,Automática,190105PHA01,Con clima,16 3/4,30,,3215
Honda,CR-V,2019,L4 2.4,Automática,190105PHA01,Con clima,16 3/4,30,,3216
Honda,CR-V,2020,L4 2.4,Automática,190105PHA01,Con clima,16 3/4,30,,3217
Honda,Element,2003,L4 2.4,Automática,432459,Con clima,15 9/16,28 11/16,,3218
Honda,Element,2004,L4 2.4,Automática,432459,Con clima,15 9/16,28 11/16,,3219
Honda,Element,2005,L4 2.4,Automática,432459,Con clima,15 9/16,28 11/16,,3220
Honda,Element,2006,L4 2.4,Automática,432459,Con clima,15 9/16,28 11/16,,3221
Honda,Fit,2006,L4 1.5,Automática,17083,Con clima,12 13/16,14 7/8,,3222
Honda,Fit,2007,L4 1.5,Automática,17083,Con clima,12 13/16,14 7/8,,3223
Honda,Fit,2008,L4 1.5,Automática,17083,Con clima,12 13/16,14 7/8,,3224
Honda,Fit,2009,L4 1.5,Automática,438313,Con clima,13 3/4,28 7/16,,3225
Honda,Fit,2010,L4 1.5,Automática,438313,Con clima,13 3/4,28 7/16,,3226
Honda,Fit,2011,L4 1.5,Automática,438313,Con clima,13 3/4,28 7/16,,3227
Honda,Fit,2012,L4 1.5,Automática,438313,Con clima,13 3/4,28 7/16,,3228
Honda,Fit,2013,L4 1.5,Automática,438313,Con clima,13 3/4,28 7/16,,3229
Honda,Fit,2014,L4 1.5,Automática,438313,Con clima,13 3/4,28 7/16,,3230
Honda,Fit,2015,L4 1.5,Automática,190105R1901,Con clima,14 3/4,27 9/16,,3231
Honda,Fit,2016,L4 1.5,Automática,190105R1901,Con clima,14 3/4,27 9/16,,3232
Honda,Fit,2017,L4 1.5,Automática,190105R1901,Con clima,14 3/4,27 9/16,,3233
Honda,Fit,2018,L4 1.5,Automática,190105R1901,Con clima,14 3/4,27 9/16,,3234
Honda,Fit,2019,L4 1.5,Automática,190105R1901,Con clima,14 3/4,27 9/16,,3235
Honda,Fit,2020,L4 1.5,Automática,190105R1901,Con clima,14 3/4,27 9/16,,3236
Honda,HR-V,2015,L4 1.5,Automática,1901051BH51,Con clima,14 3/4,26 7/8,,3237
Honda,HR-V,2016,L4 1.5,Automática,1901051BH51,Con clima,14 3/4,26 7/8,,3238
Honda,HR-V,2017,L4 1.5,Automática,1901051BH51,Con clima,14 3/4,26 7/8,,3239
Honda,HR-V,2018,L4 1.5,Automática,1901051BH51,Con clima,14 3/4,26 7/8,,3240
Honda,HR-V,2019,L4 1.5,Automática,1901051BH51,Con clima,14 3/4,26 7/8,,3241
Honda,HR-V,2020,L4 1.5,Automática,1901051BH51,Con clima,14 3/4,26 7/8,,3242
Honda,Odyssey,1995,L4 2.2,Automática,431371,Con clima,16 3/4,26 11/16,,3243
Honda,Odyssey,1996,L4 2.2,Automática,431371,Con clima,16 3/4,26 11/16,,3244
Honda,Odyssey,1997,L4 2.2,Automática,431371,Con clima,16 3/4,26 11/16,,3245
Honda,Odyssey,1998,L4 2.2,Automática,431371,Con clima,16 3/4,26 11/16,,3246
Honda,Odyssey,1999,V6 3.5,Automática,431506,Con clima,17 11/16,30 7/16,,3247
Honda,Odyssey,2000,V6 3.5,Automática,431506,Con clima,17 11/16,30 7/16,,3248
Honda,Odyssey,2001,V6 3.5,Automática,431506,Con clima,17 11/16,30 7/16,,3249
Honda,Odyssey,2002,V6 3.5,Automática,431506,Con clima,17 11/16,30 7/16,,3250
Honda,Odyssey,2003,V6 3.5,Automática,431506,Con clima,17 11/16,30 7/16,,3251
Honda,Odyssey,2004,V6 3.5,Automática,431506,Con clima,17 11/16,30 7/16,,3252
Honda,Odyssey,2005,V6 3.5,Automática,433991,Con clima,17 11/16,30 1/4,,3253
Honda,Odyssey,2006,V6 3.5,Automática,433991,Con clima,17 11/16,30 1/4,,3254
Honda,Odyssey,2007,V6 3.5,Automática,433991,Con clima,17 11/16,30 1/4,,3255
Honda,Odyssey,2008,V6 3.5,Automática,433991,Con clima,17 11/16,30 1/4,,3256
Honda,Odyssey,2009,V6 3.5,Automática,433991,Con clima,17 11/16,30 1/4,,3257
Honda,Odyssey,2010,V6 3.5,Automática,433991,Con clima,17 11/16,30 1/4,,3258
Honda,Odyssey,2011,V6 3.5,Automática,63319,Con clima,17 11/30,30 3/16,,3259
Honda,Odyssey,2012,V6 3.5,Automática,63319,Con clima,17 11/30,30 3/16,,3260
Honda,Odyssey,2013,V6 3.5,Automática,63319,Con clima,17 11/30,30 3/16,,3261
Honda,Odyssey,2014,V6 3.5,Automática,63319,Con clima,17 11/30,30 3/16,,3262
Honda,Odyssey,2015,V6 3.5,Automática,63319,Con clima,17 11/30,30 3/16,,3263
Honda,Odyssey,2016,V6 3.5,Automática,63319,Con clima,17 11/30,30 3/16,,3264
Honda,Odyssey,2017,V6 3.5,Automática,63319,Con clima,17 11/30,30 3/16,,3265
Honda,Passport,1994,L4 2.6,Automática,432404,Con clima,16 3/4,21 15/16,,3266
Honda,Passport,1994,V6 3.2,Automática,432498,Con clima,16 3/4,23 15/16,,3267
Honda,Passport,1995,L4 2.6,Automática,432404,Con clima,16 3/4,21 15/16,,3268
Honda,Passport,1995,V6 3.2,Automática,432498,Con clima,16 3/4,23 15/16,,3269
Honda,Passport,1996,L4 2.6,Automática,432404,Con clima,16 3/4,21 15/16,,3270
Honda,Passport,1996,V6 3.2,Automática,432498,Con clima,16 3/4,23 15/16,,3271
Honda,Passport,1997,V6 3.2,Automática,432498,Con clima,16 3/4,23 15/16,,3272
Honda,Passport,1998,V6 3.2,Automática,432478,Con clima,16 3/4,23 15/16,,3273
Honda,Passport,1999,V6 3.2,Automática,432478,Con clima,16 3/4,23 15/16,,3274
Honda,Passport,2000,V6 3.2,Automática,432478,Con clima,16 3/4,23 15/16,,3275
Honda,Passport,2001,V6 3.2,Automática,432478,Con clima,16 3/4,23 15/16,,3276
Honda,Passport,2002,V6 3.2,Automática,432478,Con clima,16 3/4,23 15/16,,3277
Honda,Pilot,2003,V6 3.5,Automática,432458,Con clima,19 3/4,30 1/4,,3278
Honda,Pilot,2004,V6 3.5,Automática,432458,Con clima,19 3/4,30 1/4,,3279
Honda,Pilot,2005,V6 3.5,Automática,432458,Con clima,19 3/4,30 1/4,,3280
Honda,Pilot,2006,V6 3.5,Automática,434057,Con clima,19 3/4,30 1/4,,3281
Honda,Pilot,2007,V6 3.5,Automática,434057,Con clima,19 3/4,30 1/4,,3282
Honda,Pilot,2008,V6 3.5,Automática,434057,Con clima,19 3/4,30 1/4,,3283
Honda,Pilot,2009,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3284
Honda,Pilot,2010,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3285
Honda,Pilot,2011,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3286
Honda,Pilot,2012,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3287
Honda,Pilot,2013,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3288
Honda,Pilot,2014,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3289
Honda,Pilot,2015,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3290
Honda,Pilot,2016,V6 3.5,Automática,190105J6A01,Con clima,19 11/16,30 3/16,,3291
Honda,Pilot,2017,V6 3.5,Automática,190105J6A01,Con clima,19 11/16,30 3/16,,3292
Honda,Pilot,2018,V6 3.5,Automática,190105J6A01,Con clima,19 11/16,30 3/16,,3293
Honda,Pilot,2019,V6 3.5,Automática,190105J6A01,Con clima,19 11/16,30 3/16,,3294
Honda,Pilot,2020,V6 3.5,Automática,190105J6A01,Con clima,19 11/16,30 3/16,,3295
Honda,Ridgeline,2006,V6 3.5,Automática,434032,Con clima,21 5/8,30 1/8,,3296
Honda,Ridgeline,2007,V6 3.5,Automática,434032,Con clima,21 5/8,30 1/8,,3297
Honda,Ridgeline,2008,V6 3.5,Automática,434032,Con clima,21 5/8,30 1/8,,3298
Honda,Ridgeline,2009,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3299
Honda,Ridgeline,2010,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3300
Honda,Ridgeline,2011,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3301
Honda,Ridgeline,2012,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3302
Honda,Ridgeline,2013,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3303
Honda,Ridgeline,2014,V6 3.5,Automática,4313065,Con clima,21 5/8,30 1/4,,3304
Hummer,H2,2007,"V8 6.0,6.2",Automática,432306,Con clima,34,17 1/2,,3305
Hummer,H2,2008,"V8 6.0,6.2",Automática,432306,Con clima,34,17 1/2,,3306
Hummer,H2,2009,"V8 6.0,6.2",Automática,432306,Con clima,34,17 1/2,,3307
Hummer,H3,2006,"L5 3.5,3.7 V8 5.3",Automática,438221,Con clima,18 1/8,23 1/4,,3308
Hummer,H3,2007,"L5 3.5,3.7 V8 5.3",Automática,438221,Con clima,18 1/8,23 1/4,,3309
Hummer,H3,2008,"L5 3.5,3.7 V8 5.3",Automática,438221,Con clima,18 1/8,23 1/4,,3310
Hummer,H3,2009,"L5 3.5,3.7 V8 5.3",Automática,438221,Con clima,18 1/8,23 1/4,,3311
Hummer,H3,2010,"L5 3.5,3.7 V8 5.3",Automática,438221,Con clima,18 1/8,23 1/4,,3312
Hyundai,Accent,2018,L4 1.6,Automática,25310-H9050,Con clima,19 11/16,15,,3313
Hyundai,Accent,2018,L4 1.6,Estándar,25310-H9000,Con clima,19 11/16,15,,3314
Hyundai,Accent,2019,L4 1.6,Automática,25310-H9050,Con clima,19 11/16,15,,3315
Hyundai,Accent,2019,L4 1.6,Estándar,25310-H9000,Con clima,19 11/16,15,,3316
Hyundai,Accent,2020,L4 1.6,Automática,25310-H9050,Con clima,19 11/16,15,,3317
Hyundai,Accent,2020,L4 1.6,Estándar,25310-H9000,Con clima,19 11/16,15,,3318
Hyundai,Accent,2021,L4 1.6,Automática,25310-H9050,Con clima,19 11/16,15,,3319
Hyundai,Accent,2021,L4 1.6,Estándar,25310-H9000,Con clima,19 11/16,15,,3320
Hyundai,Creta,2017,L4 2.0,Automática,4113412,Con clima,21 5/8,15 1/2,,3321
Hyundai,Creta,2018,L4 2.0,Automática,4113412,Con clima,21 5/8,15 1/2,,3322
Hyundai,Creta,2019,L4 2.0,Automática,4113412,Con clima,21 5/8,15 1/2,,3323
Hyundai,Creta,2020,L4 2.0,Automática,4113412,Con clima,21 5/8,15 1/2,,3324
Hyundai,Elantra,2014,L4 2.0,Automática,4113412,Con clima,21 5/8,15 1/2,,3325
Hyundai,Elantra,2015,L4 2.0,Automática,4113412,Con clima,21 5/8,15 1/2,,3326
Hyundai,Elantra,2016,L4 2.0,Automática,4113412,Con clima,21 5/8,15 1/2,,3327
Hyundai,Grand I10,2015,L4 1.2,Automática,253101R050,Con clima,19 3/4,15,,3328
Hyundai,Grand I10,2015,L4 1.2,Estándar,666213,Con clima,19 3/4,15,,3329
Hyundai,Grand I10,2016,L4 1.2,Automática,253101R050,Con clima,19 3/4,15,,3330
Hyundai,Grand I10,2016,L4 1.2,Estándar,666213,Con clima,19 3/4,15,,3331
Hyundai,Grand I10,2017,L4 1.2,Automática,253101R050,Con clima,19 3/4,15,,3332
Hyundai,Grand I10,2017,L4 1.2,Estándar,666213,Con clima,19 3/4,15,,3333
Hyundai,Grand I10,2018,L4 1.2,Automática,253101R050,Con clima,19 3/4,15,,3334
Hyundai,Grand I10,2018,L4 1.2,Estándar,666213,Con clima,19 3/4,15,,3335
Hyundai,Grand I10,2019,L4 1.2,Automática,253101R050,Con clima,19 3/4,15,,3336
Hyundai,Grand I10,2019,L4 1.2,Estándar,666213,Con clima,19 3/4,15,,3337
Hyundai,Grand I10,2020,L4 1.2,Automática,253101R050,Con clima,19 3/4,15,,3338
Hyundai,Grand I10,2020,L4 1.2,Estándar,666213,Con clima,19 3/4,15,,3339
Hyundai,I10,2011,L4 1.1,Estándar,67610,Con clima,13 3/4,17 1/4,,3340
Hyundai,I10,2012,L4 1.1,Estándar,67610,Con clima,13 3/4,17 1/4,,3341
Hyundai,I10,2013,L4 1.1,Estándar,67610,Con clima,13 3/4,17 1/4,,3342
Hyundai,I10,2014,L4 1.1,Estándar,67610,Con clima,13 3/4,17 1/4,,3343
Hyundai,I10,2015,L4 1.1,Estándar,67610,Con clima,13 3/4,17 1/4,,3344
Hyundai,IX35,2014,L4 2.0,Automática,67514,Con clima,25,18 7/8,,3345
Hyundai,IX35,2015,L4 2.0,Automática,67514,Con clima,25,18 7/8,,3346
Hyundai,IX35,2016,L4 2.0,Automática,67514,Con clima,25,18 7/8,,3347
Hyundai,IX35,2017,L4 2.0,Automática,67514,Con clima,25,18 7/8,,3348
Hyundai,Santa Fe,2012,L4 2.4,Automática,675068,Con clima,26 3/8,18 7/8,,3349
Hyundai,Santa Fe,2013,L4 2.4,Automática,675068,Con clima,26 3/8,18 7/8,,3350
Hyundai,Santa Fe,2014,L4 2.4,Automática,675068,Con clima,26 3/8,18 7/8,,3351
Hyundai,Santa Fe,2015,L4 2.4,Automática,675068,Con clima,26 3/8,18 7/8,,3352
Hyundai,Santa Fe,2016,L4 2.4,Automática,675068,Con clima,26 3/8,18 7/8,,3353
Hyundai,Tucson,2010,"L4 2.0, 2.4",Automática,67514,Con clima,25,18 7/8,,3354
Hyundai,Tucson,2011,"L4 2.0, 2.4",Automática,67514,Con clima,25,18 7/8,,3355
Hyundai,Tucson,2012,"L4 2.0, 2.4",Automática,67514,Con clima,25,18 7/8,,3356
Hyundai,Tucson,2013,"L4 2.0, 2.4",Automática,67514,Con clima,25,18 7/8,,3357
Hyundai,Tucson,2014,"L4 2.0, 2.4",Automática,67514,Con clima,25,18 7/8,,3358
Hyundai,Tucson,2015,"L4 2.0, 2.4",Automática,67514,Con clima,25,18 7/8,,3359
Hyundai,Tucson,2016,"L4 2.0, 2.4",Automática,25310-D3500,Con clima,25,18 7/8,,3360
Hyundai,Tucson,2016,"L4 2.0, 2.4",Automática,25310-D3550,Con clima,25,18 7/8,,3361
Hyundai,Tucson,2016,"L4 2.0, 2.4",Automática,25310-D3500,Con clima,25,18 7/8,,3362
Hyundai,Tucson,2017,"L4 2.0, 2.4",Automática,25310-D3550,Con clima,25,18 7/8,,3363
Hyundai,Tucson,2018,"L4 2.0, 2.4",Automática,25310-D3500,Con clima,25,18 7/8,,3364
Hyundai,Tucson,2018,"L4 2.0, 2.4",Automática,25310-D3550,Con clima,25,18 7/8,,3365
Hyundai,Tucson,2019,"L4 2.0, 2.4",Automática,25310-D3500,Con clima,25,18 7/8,,3366
Hyundai,Tucson,2019,"L4 2.0, 2.4",Automática,25310-D3550,Con clima,25,18 7/8,,3367
Hyundai,Tucson,2020,"L4 2.0, 2.4",Automática,25310-D3500,Con clima,25,18 7/8,,3368
Hyundai,Tucson,2020,"L4 2.0, 2.4",Automática,25310-D3550,Con clima,25,18 7/8,,3369
Infiniti,G25,2011,V6 2.5,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3370
Infiniti,G25,2012,V6 2.5,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3371
Infiniti,G35,2007,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3372
Infiniti,G35,2008,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3373
Infiniti,G37,2008,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3374
Infiniti,G37,2009,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3375
Infiniti,G37,2010,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3376
Infiniti,G37,2011,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3377
Infiniti,G37,2012,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3378
Infiniti,G37,2013,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3379
Infiniti,I30,1996,V6 3.0,Automática,432509,Con clima,15 3/4,27 1/4,,3380
Infiniti,I30,1997,V6 3.0,Automática,432509,Con clima,15 3/4,27 1/4,,3381
Infiniti,I30,1998,V6 3.0,Automática,432509,Con clima,15 3/4,27 1/4,,3382
Infiniti,I30,1999,V6 3.0,Automática,432509,Con clima,15 3/4,27 1/4,,3383
Infiniti,I30,2000,V6 3.0,Automática,431479,Con clima,15 3/4,27 1/16,,3384
Infiniti,I30,2001,V6 3.0,Automática,431479,Con clima,15 3/4,27 1/16,,3385
Infiniti,I35,2002,V6 3.0,Automática,431479,Con clima,15 3/4,27 1/16,,3386
Infiniti,Q40,2014,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3387
Infiniti,Q40,2015,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3388
Infiniti,Q50,2014,V6 3.5 3.7,Automática,4113440,Con clima,16 3/4,28 1/2,,3389
Infiniti,Q50,2015,V6 3.5 3.7,Automática,4113440,Con clima,16 3/4,28 1/2,,3390
Infiniti,Q50,2016,V6 3.5 3.7,Automática,4113440,Con clima,16 3/4,28 1/2,,3391
Infiniti,Q50,2017,V6 3.5 3.7,Automática,4113440,Con clima,16 3/4,28 1/2,,3392
Infiniti,Q50,2018,V6 3.5 3.7,Automática,4113440,Con clima,16 3/4,28 1/2,,3393
Infiniti,Q45,1998,V8 4.1,Automática,431478,Con clima,17 5/8,27 3/16,,3394
Infiniti,Q45,1999,V8 4.1,Automática,431478,Con clima,17 5/8,27 3/16,,3395
Infiniti,Q45,2000,V8 4.1,Automática,431478,Con clima,17 5/8,27 3/16,,3396
Infiniti,Q45,2001,V8 4.1,Automática,431478,Con clima,17 5/8,27 3/16,,3397
Infiniti,Q60,2014,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3398
Infiniti,Q60,2015,V6 3.7,Automática,21460JK90B,Con clima,26 1/16,17 15/16,,3399
Infiniti,QX4,1997,V6 3.3,Automática,431380,Con clima,19 3/4,27,,3400
Infiniti,QX4,1998,V6 3.3,Automática,431380,Con clima,19 3/4,27,,3401
Infiniti,QX4,1999,V6 3.3,Automática,431380,Con clima,19 3/4,27,,3402
Infiniti,QX4,2000,V6 3.3,Automática,431380,Con clima,19 3/4,27,,3403
Infiniti,QX4,2001,V6 3.3,Automática,432465,Con clima,19 11/16,27 1/4,,3404
Infiniti,QX4,2002,V6 3.3,Automática,432465,Con clima,19 11/16,27 1/4,,3405
Infiniti,QX4,2003,V6 3.3,Automática,432465,Con clima,19 11/16,27 1/4,,3406
Infiniti,QX50,2014,V6 3.7,Automática,214601UR0A,Con clima,25 1/16,20 1/2,,3407
Infiniti,QX50,2015,V6 3.7,Automática,214601UR0A,Con clima,25 1/16,20 1/2,,3408
Infiniti,QX50,2016,V6 3.7,Automática,214601UR0A,Con clima,25 1/16,20 1/2,,3409
Infiniti,QX70,2014,V6 3.7,Automática,214601UR0A,Con clima,25 1/16,20 1/2,,3410
Infiniti,QX70,2015,V6 3.7,Automática,214601UR0A,Con clima,25 1/16,20 1/2,,3411
Infiniti,QX70,2016,V6 3.7,Automática,214601UR0A,Con clima,25 1/16,20 1/2,,3412
Infiniti,QX56,2004,V8 5.6,Automática,432689,Con clima,23 7/16,27 1/4,,3413
Infiniti,QX56,2005,V8 5.6,Automática,432689,Con clima,23 7/16,27 1/4,,3414
Infiniti,QX56,2006,V8 5.6,Automática,432689,Con clima,23 7/16,27 1/4,,3415
Infiniti,QX56,2007,V8 5.6,Automática,432689,Con clima,23 7/16,27 1/4,,3416
Infiniti,QX56,2008,V8 5.6,Automática,432689,Con clima,23 7/16,27 1/4,,3417
Jeep,Cherokee,1987,"L4 2.5, V6 4.0",Automática,432268,Con clima,31,11 1/8,,3418
Jeep,Cherokee,1988,"L4 2.5, V6 4.0",Automática,432268,Con clima,31,11 1/8,,3419
Jeep,Cherokee,1989,"L4 2.5, V6 4.0",Automática,432268,Con clima,31,11 1/8,,3420
Jeep,Cherokee,1990,"L4 2.5, V6 4.0",Automática,432268,Con clima,31,11 1/8,,3421
Jeep,Cherokee,1991,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3422
Jeep,Cherokee,1992,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3423
Jeep,Cherokee,1993,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3424
Jeep,Cherokee,1994,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3425
Jeep,Cherokee,1995,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3426
Jeep,Cherokee,1996,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3427
Jeep,Cherokee,1997,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3428
Jeep,Cherokee,1998,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3429
Jeep,Cherokee,1999,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3430
Jeep,Cherokee,2000,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3431
Jeep,Cherokee,2001,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3432
Jeep,Cherokee,2014,"L4 2.4, V6 3.2",Automática,68229290AA,Con clima,26 9/16,16 5/8,,3433
Jeep,Cherokee,2015,"L4 2.4, V6 3.2",Automática,68229290AA,Con clima,26 9/16,16 5/8,,3434
Jeep,Cherokee,2016,"L4 2.4, V6 3.2",Automática,68229290AA,Con clima,26 9/16,16 5/8,,3435
Jeep,Cherokee,2017,"L4 2.4, V6 3.2",Automática,68229290AA,Con clima,26 9/16,16 5/8,,3436
Jeep,Cherokee,2018,"L4 2.4, V6 3.2",Automática,68229290AA,Con clima,26 9/16,16 5/8,,3437
Jeep,CJ / Wagoneer,1966,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3438
Jeep,CJ / Wagoneer,1966,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3439
Jeep,CJ / Wagoneer,1967,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3440
Jeep,CJ / Wagoneer,1967,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3441
Jeep,CJ / Wagoneer,1968,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3442
Jeep,CJ / Wagoneer,1968,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3443
Jeep,CJ / Wagoneer,1969,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3444
Jeep,CJ / Wagoneer,1969,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3445
Jeep,CJ / Wagoneer,1970,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3446
Jeep,CJ / Wagoneer,1970,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3447
Jeep,CJ / Wagoneer,1971,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3448
Jeep,CJ / Wagoneer,1971,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3449
Jeep,CJ / Wagoneer,1972,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3450
Jeep,CJ / Wagoneer,1972,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3451
Jeep,CJ / Wagoneer,1973,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3452
Jeep,CJ / Wagoneer,1973,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3453
Jeep,CJ / Wagoneer,1974,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3454
Jeep,CJ / Wagoneer,1974,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3455
Jeep,CJ / Wagoneer,1975,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3456
Jeep,CJ / Wagoneer,1975,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3457
Jeep,CJ / Wagoneer,1976,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3458
Jeep,CJ / Wagoneer,1976,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3459
Jeep,CJ / Wagoneer,1977,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3460
Jeep,CJ / Wagoneer,1977,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3461
Jeep,CJ / Wagoneer,1978,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3462
Jeep,CJ / Wagoneer,1978,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3463
Jeep,CJ / Wagoneer,1979,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3464
Jeep,CJ / Wagoneer,1979,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3465
Jeep,CJ / Wagoneer,1980,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3466
Jeep,CJ / Wagoneer,1980,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3467
Jeep,CJ / Wagoneer,1981,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3468
Jeep,CJ / Wagoneer,1981,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3469
Jeep,CJ / Wagoneer,1982,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3470
Jeep,CJ / Wagoneer,1982,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3471
Jeep,CJ / Wagoneer,1983,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3472
Jeep,CJ / Wagoneer,1983,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3473
Jeep,CJ / Wagoneer,1984,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3474
Jeep,CJ / Wagoneer,1984,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3475
Jeep,CJ / Wagoneer,1985,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3476
Jeep,CJ / Wagoneer,1985,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3477
Jeep,CJ / Wagoneer,1986,"232, 252",Estándar,63080,Con clima,14 9/16,24 3/8,,3478
Jeep,CJ / Wagoneer,1986,"232, 252",Automática,5939,Con clima,14 9/16,24 3/8,,3479
Jeep,Comanche,1987,"L4 2.5, V6 4.0",Automática,432268,Con clima,31,11 1/8,,3480
Jeep,Comanche,1988,"L4 2.5, V6 4.0",Automática,432268,Con clima,31,11 1/8,,3481
Jeep,Comanche,1989,"L4 2.5, V6 4.0",Automática,432268,Con clima,31,11 1/8,,3482
Jeep,Comanche,1990,"L4 2.5, V6 4.0",Automática,432268,Con clima,31,11 1/8,,3483
Jeep,Comanche,1991,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3484
Jeep,Comanche,1992,"L4 2.5, V6 4.0",Automática,432335,Con clima,31,11 1/8,,3485
Jeep,Commander,2006,"V6 3.7, V8 4.7",Automática,438174,Con clima,20,23 1/8,,3486
Jeep,Commander,2007,"V6 3.7, V8 4.7",Automática,438174,Con clima,20,23 1/8,,3487
Jeep,Commander,2008,"V6 3.7, V8 4.7",Automática,438174,Con clima,20,23 1/8,,3488
Jeep,Commander,2009,"V6 3.7, V8 4.7",Automática,438174,Con clima,20,23 1/8,,3489
Jeep,Grand Cherokee,1992,L6 4.0,Automática,431348,Con clima,22 1/4,16 13/16,,3490
Jeep,Grand Cherokee,1992,"V8 5.2, 5.9",Automática,431347,Con clima,22 1/4,16 13/16,,3491
